Location,Sampling period,Parameter,Value,Unit,Statistic,Sample matrix,Source table,Notes
Y-2,Post-monsoon,Ketoprofen,50.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Post-monsoon,Naproxen,510.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Post-monsoon,Progesterone,50.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Post-monsoon,Sulfamethoxazole,110.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Post-monsoon,Testosterone,75.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Post-monsoon,Triclosan,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Post-monsoon,Trimethoprim,1100.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,2-hydroxybenzothiazole,355.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Atenolol,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Caffeine,80.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Carbamazepine,105.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Ciprofloxacin,145.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Diclofenac,90.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Enrofloxacin,33.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Estrone,510.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Gemfibrozil,450.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Ketoprofen,290.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Naproxen,200.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Progesterone,230.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Sulfamethoxazole,55.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Testosterone,210.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Triclosan,15.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-2,Summer,Trimethoprim,900.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,2-hydroxybenzothiazole,100.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Atenolol,125.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Caffeine,300.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Carbamazepine,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Ciprofloxacin,220.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Diclofenac,20.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Enrofloxacin,60.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Estrone,100.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Gemfibrozil,320.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Ketoprofen,40.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Naproxen,650.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Progesterone,85.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Sulfamethoxazole,50.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Testosterone,52.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Triclosan,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Post-monsoon,Trimethoprim,2200.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,2-hydroxybenzothiazole,210.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Atenolol,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Caffeine,120.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Carbamazepine,325.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Ciprofloxacin,70.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Diclofenac,8.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Enrofloxacin,34.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Estrone,1080.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Gemfibrozil,200.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Ketoprofen,40.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Naproxen,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Progesterone,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Sulfamethoxazole,50.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Testosterone,68.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Triclosan,18.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-3,Summer,Trimethoprim,700.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,2-hydroxybenzothiazole,290.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Atenolol,102.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Caffeine,2700.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Carbamazepine,70.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Ciprofloxacin,100.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Diclofenac,80.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Enrofloxacin,50.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Estrone,290.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Gemfibrozil,2150.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Ketoprofen,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Naproxen,220.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Progesterone,275.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Sulfamethoxazole,180.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Testosterone,100.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Triclosan,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Post-monsoon,Trimethoprim,700.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,2-hydroxybenzothiazole,145.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Atenolol,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Caffeine,180.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Carbamazepine,35.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Ciprofloxacin,60.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Diclofenac,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Enrofloxacin,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Estrone,1120.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Gemfibrozil,300.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Ketoprofen,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Naproxen,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Progesterone,20.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Sulfamethoxazole,95.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Testosterone,115.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Triclosan,20.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-4,Summer,Trimethoprim,4600.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,2-hydroxybenzothiazole,410.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Atenolol,185.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Caffeine,3000.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Carbamazepine,110.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Ciprofloxacin,98.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Diclofenac,135.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Enrofloxacin,42.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Estrone,370.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Gemfibrozil,800.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Ketoprofen,160.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Naproxen,440.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Progesterone,185.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Sulfamethoxazole,100.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Testosterone,140.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Triclosan,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Post-monsoon,Trimethoprim,700.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,2-hydroxybenzothiazole,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Atenolol,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Caffeine,200.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Carbamazepine,40.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Ciprofloxacin,65.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Diclofenac,15.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Enrofloxacin,33.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Estrone,1300.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Gemfibrozil,350.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Ketoprofen,30.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Naproxen,90.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Progesterone,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Sulfamethoxazole,90.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Testosterone,212.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Triclosan,17.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-5,Summer,Trimethoprim,8800.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,2-hydroxybenzothiazole,195.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Atenolol,205.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Caffeine,6500.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Carbamazepine,140.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Ciprofloxacin,190.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Diclofenac,72.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Enrofloxacin,53.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Estrone,480.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Gemfibrozil,2500.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Ketoprofen,130.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Naproxen,1580.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Progesterone,5.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Sulfamethoxazole,1300.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Testosterone,95.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Triclosan,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Post-monsoon,Trimethoprim,2600.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,2-hydroxybenzothiazole,85.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Atenolol,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Caffeine,750.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Carbamazepine,90.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Ciprofloxacin,60.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Diclofenac,132.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Enrofloxacin,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Estrone,1400.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Gemfibrozil,2150.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Ketoprofen,70.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Naproxen,500.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Progesterone,82.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Sulfamethoxazole,450.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Testosterone,82.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Triclosan,15.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-6,Summer,Trimethoprim,1100.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,2-hydroxybenzothiazole,310.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Atenolol,75.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Caffeine,80.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Carbamazepine,245.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Ciprofloxacin,95.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Diclofenac,150.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Enrofloxacin,57.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Estrone,450.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Gemfibrozil,1100.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Ketoprofen,550.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Naproxen,700.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Progesterone,225.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Sulfamethoxazole,180.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Testosterone,72.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Triclosan,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Post-monsoon,Trimethoprim,1300.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,2-hydroxybenzothiazole,100.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Atenolol,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Caffeine,150.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
