Location,Sampling period,Parameter,Value,Unit,Statistic,Sample matrix,Source table,Notes
YM,POM,pH,7.17,,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.17 ± 0.15; SD=0.15.
YM,PRM,Cd,8e-05,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00008 ± 0.00000058; SD=0.00000058.
YM,PRM,Co,0.00049,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00049 ± 0.0001; SD=0.0001.
YM,PRM,Cr,0.017,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.017 ± 0.0007; SD=0.0007.
YM,PRM,Cu,0.0058,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0058 ± 0.0005; SD=0.0005.
YM,PRM,DO,9.62,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 9.62 ± 0.83; SD=0.83.
YM,PRM,ERI,5.352,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: ERI (PRM).
YM,PRM,Fe,0.145,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.145 ± 0.004; SD=0.004.
YM,PRM,HPI,11.853,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: HPI (PRM).
YM,PRM,Mn,0.0035,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0035 ± 0.0005; SD=0.0005.
YM,PRM,NH3,0.27,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.27 ± 0.03; SD=0.03.
YM,PRM,NO2−,0.0,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.0.
YM,PRM,NO3−,2.25,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 2.25 ± 0.44; SD=0.44.
YM,PRM,Ni,0.007,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.007 ± 0.00068; SD=0.00068.
YM,PRM,Pb,0.0029,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0029 ± 0.0011; SD=0.0011.
YM,PRM,TDS,90.5,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 90.5 ± 1.4; SD=1.4.
YM,PRM,Temp,8.3,∘C,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 8.3 ± 0.53; SD=0.53.
YM,PRM,WH,83.83,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 83.83 ± 0.76; SD=0.76.
YM,PRM,Zn,0.0959,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0959 ± 0.005; SD=0.005.
YM,PRM,pH,7.27,,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.27 ± 0.25; SD=0.25.
"Yamunotri (YM), Uttarakhand (UK)",,Latitude,30.97583333333333,decimal degrees,Reported value,,Ground truth workbook: Site coordinates,Original latitude: 30°58′33′′ N 
"Yamunotri (YM), Uttarakhand (UK)",,Longitude,78.43833333333333,decimal degrees,Reported value,,Ground truth workbook: Site coordinates,Original longitude: 78°26′18′′ E 
