Sr No.,Location,Date,Month,Year,Season,Parameter,Actual Value,Mean,Std Dev,Unit,Source,Notes/Extraction Remark
170,Wazirabad After Drain,,,,,Latitude,28.66333333333333,,,decimal degrees,Ground truth workbook: Site coordinates,Original latitude: 28°39′48′′ N 
171,Wazirabad After Drain,,,,,Longitude,77.24,,,decimal degrees,Ground truth workbook: Site coordinates,Original longitude:  77°14′24′′ E
172,Wazirabad Before Drain,,,,,Latitude,28.70888888888889,,,decimal degrees,Ground truth workbook: Site coordinates,Original latitude: 28°42′32′′ N 
173,Wazirabad Before Drain,,,,,Longitude,77.23055555555555,,,decimal degrees,Ground truth workbook: Site coordinates,Original longitude: 77°13′50′′ E
174,Yamunotri,,,,POM,Cd,0.00062,0.00062,0.00011,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00062 ± 0.00011; SD=0.00011.
175,Yamunotri,,,,POM,Co,0.0008,0.0008,0.0002,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0008 ± 0.0002; SD=0.0002.
176,Yamunotri,,,,POM,Cr,0.0095,0.0095,0,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0095 ± 0; SD=0.
177,Yamunotri,,,,POM,Cu,0.0019,0.0019,0.0007,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0019 ± 0.0007; SD=0.0007.
178,Yamunotri,,,,POM,DO,8.52,8.52,0.05,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 8.52 ± 0.05; SD=0.05.
179,Yamunotri,,,,POM,ERI,9.618,,,,Ground truth workbook: HPI and ERI values,Original header: ERI (POM).
180,Yamunotri,,,,POM,Fe,0.04,0.04,0.008,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.04 ± 0.008; SD=0.008.
181,Yamunotri,,,,POM,HPI,21.997,,,,Ground truth workbook: HPI and ERI values,Original header: HPI (POM).
182,Yamunotri,,,,POM,Mn,0.0019,0.0019,0.0002,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0019 ± 0.0002; SD=0.0002.
183,Yamunotri,,,,POM,NH3,0.13,0.13,0.02,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.13 ± 0.02; SD=0.02.
184,Yamunotri,,,,POM,NO2−,0.0,0.0,,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.0.
185,Yamunotri,,,,POM,NO3−,4.67,4.67,0.58,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 4.67 ± 0.58; SD=0.58.
186,Yamunotri,,,,POM,Ni,0.002,0.002,0.0005,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.002 ± 0.0005; SD=0.0005.
187,Yamunotri,,,,POM,Pb,0.0016,0.0016,0.0007,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0016 ± 0.0007; SD=0.0007.
188,Yamunotri,,,,POM,TDS,102.2,102.2,1.81,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 102.2 ± 1.81; SD=1.81.
189,Yamunotri,,,,POM,Temp,13.0,13.0,1,∘C,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 13 ± 1; SD=1.
190,Yamunotri,,,,POM,WH,95.33,95.33,0.58,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 95.33 ± 0.58; SD=0.58.
191,Yamunotri,,,,POM,Zn,0.033,0.033,0.003,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.033 ± 0.003; SD=0.003.
192,Yamunotri,,,,POM,pH,7.17,7.17,0.15,,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.17 ± 0.15; SD=0.15.
193,Yamunotri,,,,PRM,Cd,8e-05,8e-05,0.00000058,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00008 ± 0.00000058; SD=0.00000058.
194,Yamunotri,,,,PRM,Co,0.00049,0.00049,0.0001,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00049 ± 0.0001; SD=0.0001.
195,Yamunotri,,,,PRM,Cr,0.017,0.017,0.0007,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.017 ± 0.0007; SD=0.0007.
196,Yamunotri,,,,PRM,Cu,0.0058,0.0058,0.0005,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0058 ± 0.0005; SD=0.0005.
197,Yamunotri,,,,PRM,DO,9.62,9.62,0.83,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 9.62 ± 0.83; SD=0.83.
198,Yamunotri,,,,PRM,ERI,5.352,,,,Ground truth workbook: HPI and ERI values,Original header: ERI (PRM).
199,Yamunotri,,,,PRM,Fe,0.145,0.145,0.004,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.145 ± 0.004; SD=0.004.
200,Yamunotri,,,,PRM,HPI,11.853,,,,Ground truth workbook: HPI and ERI values,Original header: HPI (PRM).
201,Yamunotri,,,,PRM,Mn,0.0035,0.0035,0.0005,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0035 ± 0.0005; SD=0.0005.
202,Yamunotri,,,,PRM,NH3,0.27,0.27,0.03,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.27 ± 0.03; SD=0.03.
203,Yamunotri,,,,PRM,NO2−,0.0,0.0,,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.0.
204,Yamunotri,,,,PRM,NO3−,2.25,2.25,0.44,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 2.25 ± 0.44; SD=0.44.
205,Yamunotri,,,,PRM,Ni,0.007,0.007,0.00068,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.007 ± 0.00068; SD=0.00068.
206,Yamunotri,,,,PRM,Pb,0.0029,0.0029,0.0011,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0029 ± 0.0011; SD=0.0011.
207,Yamunotri,,,,PRM,TDS,90.5,90.5,1.4,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 90.5 ± 1.4; SD=1.4.
208,Yamunotri,,,,PRM,Temp,8.3,8.3,0.53,∘C,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 8.3 ± 0.53; SD=0.53.
209,Yamunotri,,,,PRM,WH,83.83,83.83,0.76,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 83.83 ± 0.76; SD=0.76.
210,Yamunotri,,,,PRM,Zn,0.0959,0.0959,0.005,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0959 ± 0.005; SD=0.005.
211,Yamunotri,,,,PRM,pH,7.27,7.27,0.25,,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.27 ± 0.25; SD=0.25.
212,Yamunotri,,,,,Latitude,30.97583333333333,,,decimal degrees,Ground truth workbook: Site coordinates,Original latitude: 30°58′33′′ N 
213,Yamunotri,,,,,Longitude,78.43833333333333,,,decimal degrees,Ground truth workbook: Site coordinates,Original longitude: 78°26′18′′ E 
