Sr No.,Location(actual name not some legend thing),Date,Month,Year,Season,Parameter,Actual Value,Mean,Std Dev,Unit,Source,Notes/Extraction Remark
173,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Iron,4.3,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
174,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Aluminum,759,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
175,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Copper,157,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
176,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Chromium,210,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
177,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Cobalt,52,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
178,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Cadmium,55,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
179,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Lead,522,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
180,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Manganese,227,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
181,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Nickel,264,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
182,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Zinc,413,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
183,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Fluoride,578,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
184,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Chloride,120.8,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
185,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Nitrate,2.4,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
186,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Sulfate,46.1,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
187,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Bicarbonate,194.8,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
188,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Phosphate,0.7,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
189,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,pH,7.3,,,,Table 1,Value from Table 1.
190,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Electrical Conductivity,878,,,µS/cm,Table 1,Value from Table 1. Unit inferred from table footnote.
191,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Total Dissolved Solids,604,,,mg/l,Table 1,Value from Table 1. Unit inferred from table footnote.
192,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Oxidation-Reduction Potential,235.5,,,mV,Table 1,Value from Table 1. Unit inferred from table footnote.
193,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Sodium,28.7,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
194,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Potassium,14.4,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
195,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Calcium,69.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
196,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Magnesium,57.8,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
197,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Iron,6.1,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
198,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Aluminum,522,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
199,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Copper,112,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
200,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Chromium,150,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
201,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Cobalt,37,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
202,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Cadmium,39,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
203,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Lead,720,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
204,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Manganese,728,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
205,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Nickel,421,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
206,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Zinc,384,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
207,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Fluoride,295,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
208,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Chloride,141.5,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
209,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Nitrate,0.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
210,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Sulfate,38.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
211,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Bicarbonate,257.3,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
212,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Phosphate,0.6,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
213,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,pH,7.0,,,,Table 1,Value from Table 1.
214,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Electrical Conductivity,1090,,,µS/cm,Table 1,Value from Table 1. Unit inferred from table footnote.
215,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Total Dissolved Solids,695,,,mg/l,Table 1,Value from Table 1. Unit inferred from table footnote.
216,"L9 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant, downstream to many drains and Indraprastha power plant)",,February,2013,,Oxidation-Reduction Potential,45.5,,,mV,Table 1,Value from Table 1. Unit inferred from table footnote.
217,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Sodium,37.8,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
218,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Potassium,16.0,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
219,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Calcium,76.5,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
220,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Magnesium,38.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
221,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Iron,6.0,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
222,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Aluminum,465,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
223,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Copper,91,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
224,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Chromium,140,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
225,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Cobalt,45,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
226,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Cadmium,55,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
227,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Lead,498,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
228,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Manganese,571,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
229,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Nickel,272,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
230,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Zinc,278,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
231,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Fluoride,441,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
232,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Chloride,116.6,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
233,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Nitrate,2.1,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
234,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Sulfate,43.4,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
235,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Bicarbonate,272.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
236,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Phosphate,0.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
237,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,pH,7.8,,,,Table 1,Value from Table 1.
238,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Electrical Conductivity,917,,,µS/cm,Table 1,Value from Table 1. Unit inferred from table footnote.
239,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Total Dissolved Solids,743,,,mg/l,Table 1,Value from Table 1. Unit inferred from table footnote.
240,L10 (downstream to many drains and Indraprastha power plant),,February,2013,,Oxidation-Reduction Potential,69.6,,,mV,Table 1,Value from Table 1. Unit inferred from table footnote.
241,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Sodium,55.3,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
242,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Potassium,18.6,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
243,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Calcium,116.0,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
244,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Magnesium,41.7,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
245,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Iron,4.5,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
246,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Aluminum,716,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
247,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Copper,228,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
248,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Chromium,480,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
249,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Cobalt,97,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
250,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Cadmium,93,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
251,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Lead,610,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
252,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Manganese,333,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
253,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Nickel,351,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
254,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Zinc,395,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
255,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Fluoride,475,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
256,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Chloride,276.7,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
257,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Nitrate,3.5,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
258,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Sulfate,70.4,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
259,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Bicarbonate,233.4,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
260,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Phosphate,1.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
261,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,pH,6.9,,,,Table 1,Value from Table 1.
262,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Electrical Conductivity,1381,,,µS/cm,Table 1,Value from Table 1. Unit inferred from table footnote.
263,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Total Dissolved Solids,953,,,mg/l,Table 1,Value from Table 1. Unit inferred from table footnote.
264,"L11 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Oxidation-Reduction Potential,260.9,,,mV,Table 1,Value from Table 1. Unit inferred from table footnote.
265,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Sodium,52.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
266,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Potassium,16.5,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
267,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Calcium,123.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
268,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Magnesium,47.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
269,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Iron,5.6,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
270,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Aluminum,570,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
271,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Copper,316,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
272,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Chromium,370,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
273,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Cobalt,95,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
274,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Cadmium,85,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
275,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Lead,672,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
276,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Manganese,428,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
277,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Nickel,426,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
278,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Zinc,421,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
279,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Fluoride,525,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
280,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Chloride,293.0,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
281,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Nitrate,3.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
282,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Sulfate,99.3,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
283,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Bicarbonate,249.6,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
284,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Phosphate,0.7,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
285,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,pH,7.1,,,,Table 1,Value from Table 1.
286,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Electrical Conductivity,1276,,,µS/cm,Table 1,Value from Table 1. Unit inferred from table footnote.
287,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Total Dissolved Solids,782,,,mg/l,Table 1,Value from Table 1. Unit inferred from table footnote.
288,"L12 (Okhla/Kalindi Bird Sanctuary, urban industrial and residential, receiving effluents from STPs, drains, Hindon canal)",,February,2013,,Oxidation-Reduction Potential,247.0,,,mV,Table 1,Value from Table 1. Unit inferred from table footnote.
289,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Sodium,40.6,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
290,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Potassium,12.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
291,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Calcium,108.5,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
292,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Magnesium,56.4,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
293,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Iron,4.4,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
294,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Aluminum,652,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
295,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Copper,139,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
296,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Chromium,290,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
297,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Cobalt,74,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
298,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Cadmium,65,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
299,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Lead,653,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
300,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Manganese,232,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
301,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Nickel,424,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
302,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Zinc,401,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
303,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Fluoride,400,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
304,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Chloride,235.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
305,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Nitrate,2.5,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
306,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Sulfate,71.0,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
307,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Bicarbonate,248.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
308,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Phosphate,0.8,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
309,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,pH,6.8,,,,Table 1,Value from Table 1.
310,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Electrical Conductivity,1106,,,µS/cm,Table 1,Value from Table 1. Unit inferred from table footnote.
311,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Total Dissolved Solids,609,,,mg/l,Table 1,Value from Table 1. Unit inferred from table footnote.
312,"L13 (high traffic zone, receiving Shahdara outfall drain and agricultural runoff)",,February,2013,,Oxidation-Reduction Potential,224.0,,,mV,Table 1,Value from Table 1. Unit inferred from table footnote.
313,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Sodium,55.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
314,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Potassium,15.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
315,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Calcium,94.8,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
316,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Magnesium,43.1,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
