paper_overview.citation,paper_overview.is_review_paper,paper_overview.study_region,temporal_coverage.sampling_dates,temporal_coverage.granularity,temporal_coverage.time_periods,extraction_notes,row_type,site.id,site.description,site.latitude,site.longitude,site.matrix,site.sample_type,site.source_quote,site.source_location,parameter.id,parameter.name,parameter.name_as_reported,parameter.cas_number,parameter.category,parameter.unit_as_reported,data_source.location,data_source.description,data_source.page
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",parameter,,,,,,,,,P17,Fluoride,fluoride (F¯),,,mg/L,,,
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",parameter,,,,,,,,,P18,Iron,iron (Fe),,Metal,mg/L,,,
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",parameter,,,,,,,,,P19,Boron,boron (B),,Metalloid,mg/L,,,
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Supplementary file; Table S1,Water quality stations along with their latitude and longitude data and catchment areas,3
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Supplementary file; Tables S2 and S3,Concentrations of water quality parameters at monitoring stations during monsoon and non-monsoon,4
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Supplementary file; Table S4,Indian Standards classes for water usage,5
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Supplementary file; Table S5,WQI classifications,8
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Table 1,"Indian Standards (IS 1982, IS 1991) for water quality parameters",6
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Table 2,Correlation matrix among water qualities parameters during monsoon season,10
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Table 3,Correlation matrix among water qualities parameters during non-monsoon season,11
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Table 4,Loadings of the significant principal components for water quality parameters,12
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Fig. 1,Layout of the Yamuna River under investigation,4
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Fig. 2,Water quality index (WQI) at each monitoring station along the Yamuna River,9
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Fig. 3,Standardization of physicochemical parameters to zero mean and unit variance,12
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Fig. 4,Loading plot of water quality parameters in PCA,13
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Fig. 5,Cluster analysis sampling sites,13
"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8",False,"Yamuna River, India, covering seven states including National Capital Territory (NCT) of Delhi",2014–2015,seasonal,monsoon (July to October) | non-monsoon (November to June),"Latitude and longitude for the sampling sites are mentioned to be in a supplementary file (Table S1), which was not accessible for extraction. The unit for Temperature (°C) is inferred from the text, not explicitly stated in Table 1. The unit for Electrical Conductivity (EC) is reported as 'µ/cm' in Table 1 but 'µS/cm' in the text (Page 7); 'µS/cm' was chosen for standardization. Units for Total Alkalinity, Total Hardness, Calcium Hardness, and Magnesium Hardness are specified 'as CaCO3' in the footnote of Table 1.",data_source,,,,,,,,,,,,,,,Fig. 6,DO profile along the Yamuna River and corresponding oxygen sag curve,15
