Location,Sampling period,Parameter,Value,Unit,Statistic,Sample matrix,Source table,Notes
Agra Canal Quarter Stream (ACQS),Oct,BOD (biochemical oxygen demand),13.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Agra Canal Quarter Stream (ACQS),Oct,COD (chemical oxygen demand),43.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Agra Canal Quarter Stream (ACQS),Oct,DO (dissolved oxygen),1.7,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Agra Canal Quarter Stream (ACQS),Oct,TKN (total Kjeldahl nitrogen),17.3,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Agra Canal Quarter Stream (ACQS),Oct,fecal coliform,500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Agra Canal Quarter Stream (ACQS),Oct,total coliform,450000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Agra Canal Quarter Stream (ACQS),Sep,AMM (ammonia),5.9,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Agra Canal Quarter Stream (ACQS),Sep,BOD (biochemical oxygen demand),8.3,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Agra Canal Quarter Stream (ACQS),Sep,COD (chemical oxygen demand),35.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Agra Canal Quarter Stream (ACQS),Sep,DO (dissolved oxygen),3.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Agra Canal Quarter Stream (ACQS),Sep,TKN (total Kjeldahl nitrogen),9.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Agra Canal Quarter Stream (ACQS),Sep,fecal coliform,600000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Agra Canal Quarter Stream (ACQS),Sep,total coliform,250000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Mid Stream (NMS),Apr,AMM (ammonia),21.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Mid Stream (NMS),Apr,BOD (biochemical oxygen demand),23.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Mid Stream (NMS),Apr,COD (chemical oxygen demand),79.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Mid Stream (NMS),Apr,DO (dissolved oxygen),0.1,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Mid Stream (NMS),Apr,TKN (total Kjeldahl nitrogen),26.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Mid Stream (NMS),Apr,fecal coliform,6000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Mid Stream (NMS),Apr,total coliform,1500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Mid Stream (NMS),Aug,AMM (ammonia),5.3,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Mid Stream (NMS),Aug,BOD (biochemical oxygen demand),10.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Mid Stream (NMS),Aug,COD (chemical oxygen demand),32.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Mid Stream (NMS),Aug,DO (dissolved oxygen),2.4,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Mid Stream (NMS),Aug,TKN (total Kjeldahl nitrogen),9.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Mid Stream (NMS),Aug,fecal coliform,900000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Mid Stream (NMS),Aug,total coliform,400000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Mid Stream (NMS),Dec,AMM (ammonia),19.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Mid Stream (NMS),Dec,BOD (biochemical oxygen demand),27.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Mid Stream (NMS),Dec,COD (chemical oxygen demand),75.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Mid Stream (NMS),Dec,DO (dissolved oxygen),0.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Mid Stream (NMS),Dec,TKN (total Kjeldahl nitrogen),22.1,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Mid Stream (NMS),Dec,fecal coliform,4000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Mid Stream (NMS),Dec,total coliform,2000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Mid Stream (NMS),Feb,AMM (ammonia),13.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Mid Stream (NMS),Feb,BOD (biochemical oxygen demand),27.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Mid Stream (NMS),Feb,COD (chemical oxygen demand),76.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Mid Stream (NMS),Feb,DO (dissolved oxygen),0.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Mid Stream (NMS),Feb,TKN (total Kjeldahl nitrogen),18.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Mid Stream (NMS),Feb,fecal coliform,10000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Mid Stream (NMS),Feb,total coliform,7500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Mid Stream (NMS),Jan,AMM (ammonia),17.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Mid Stream (NMS),Jan,BOD (biochemical oxygen demand),30.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Mid Stream (NMS),Jan,COD (chemical oxygen demand),79.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Mid Stream (NMS),Jan,DO (dissolved oxygen),0.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Mid Stream (NMS),Jan,TKN (total Kjeldahl nitrogen),21.7,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Mid Stream (NMS),Jan,fecal coliform,16000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Mid Stream (NMS),Jan,total coliform,4000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Mid Stream (NMS),Jul,AMM (ammonia),8.4,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Mid Stream (NMS),Jul,BOD (biochemical oxygen demand),13.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Mid Stream (NMS),Jul,COD (chemical oxygen demand),42.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Mid Stream (NMS),Jul,DO (dissolved oxygen),1.4,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Mid Stream (NMS),Jul,TKN (total Kjeldahl nitrogen),15.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Mid Stream (NMS),Jul,fecal coliform,800000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Mid Stream (NMS),Jul,total coliform,300000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Mid Stream (NMS),Jun,AMM (ammonia),17.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Mid Stream (NMS),Jun,BOD (biochemical oxygen demand),25.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Mid Stream (NMS),Jun,COD (chemical oxygen demand),88.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Mid Stream (NMS),Jun,DO (dissolved oxygen),0.3,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Mid Stream (NMS),Jun,TKN (total Kjeldahl nitrogen),25.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Mid Stream (NMS),Jun,fecal coliform,4500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Mid Stream (NMS),Jun,total coliform,4500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Mid Stream (NMS),Mar,AMM (ammonia),18.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Mid Stream (NMS),Mar,BOD (biochemical oxygen demand),24.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Mid Stream (NMS),Mar,COD (chemical oxygen demand),67.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Mid Stream (NMS),Mar,DO (dissolved oxygen),0.1,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Mid Stream (NMS),Mar,TKN (total Kjeldahl nitrogen),25.7,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Mid Stream (NMS),Mar,fecal coliform,4500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Mid Stream (NMS),Mar,total coliform,3500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Mid Stream (NMS),May,AMM (ammonia),21.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Mid Stream (NMS),May,BOD (biochemical oxygen demand),25.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Mid Stream (NMS),May,COD (chemical oxygen demand),69.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Mid Stream (NMS),May,DO (dissolved oxygen),0.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Mid Stream (NMS),May,TKN (total Kjeldahl nitrogen),26.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Mid Stream (NMS),May,fecal coliform,50000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Mid Stream (NMS),May,total coliform,22500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Mid Stream (NMS),Nov,AMM (ammonia),14.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Mid Stream (NMS),Nov,BOD (biochemical oxygen demand),22.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Mid Stream (NMS),Nov,COD (chemical oxygen demand),62.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Mid Stream (NMS),Nov,DO (dissolved oxygen),0.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Mid Stream (NMS),Nov,TKN (total Kjeldahl nitrogen),17.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Mid Stream (NMS),Nov,fecal coliform,2000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Mid Stream (NMS),Nov,total coliform,5500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Mid Stream (NMS),Oct,AMM (ammonia),13.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Mid Stream (NMS),Oct,BOD (biochemical oxygen demand),20.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Mid Stream (NMS),Oct,COD (chemical oxygen demand),60.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Mid Stream (NMS),Oct,DO (dissolved oxygen),1.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Mid Stream (NMS),Oct,TKN (total Kjeldahl nitrogen),21.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Mid Stream (NMS),Oct,fecal coliform,1000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Mid Stream (NMS),Oct,total coliform,800000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Mid Stream (NMS),Sep,AMM (ammonia),3.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Mid Stream (NMS),Sep,BOD (biochemical oxygen demand),7.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Mid Stream (NMS),Sep,COD (chemical oxygen demand),34.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Mid Stream (NMS),Sep,DO (dissolved oxygen),2.1,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Mid Stream (NMS),Sep,TKN (total Kjeldahl nitrogen),6.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Mid Stream (NMS),Sep,fecal coliform,1200000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Mid Stream (NMS),Sep,total coliform,500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Quarter Stream (NQS),Apr,AMM (ammonia),20.7,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Quarter Stream (NQS),Apr,BOD (biochemical oxygen demand),24.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Apr,COD (chemical oxygen demand),78.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Apr,DO (dissolved oxygen),0.3,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Quarter Stream (NQS),Apr,TKN (total Kjeldahl nitrogen),25.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Quarter Stream (NQS),Apr,fecal coliform,5000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Quarter Stream (NQS),Apr,total coliform,1500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Quarter Stream (NQS),Aug,AMM (ammonia),4.7,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Quarter Stream (NQS),Aug,BOD (biochemical oxygen demand),6.3,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Aug,COD (chemical oxygen demand),28.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Aug,DO (dissolved oxygen),2.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Quarter Stream (NQS),Aug,TKN (total Kjeldahl nitrogen),8.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Quarter Stream (NQS),Aug,fecal coliform,600000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Quarter Stream (NQS),Aug,total coliform,300000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Quarter Stream (NQS),Dec,AMM (ammonia),22.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Quarter Stream (NQS),Dec,BOD (biochemical oxygen demand),28.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Dec,COD (chemical oxygen demand),79.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Dec,DO (dissolved oxygen),0.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Quarter Stream (NQS),Dec,TKN (total Kjeldahl nitrogen),24.4,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Quarter Stream (NQS),Dec,fecal coliform,4500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Quarter Stream (NQS),Dec,total coliform,4800000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Quarter Stream (NQS),Feb,AMM (ammonia),16.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Quarter Stream (NQS),Feb,BOD (biochemical oxygen demand),26.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Feb,COD (chemical oxygen demand),78.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Feb,DO (dissolved oxygen),0.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Quarter Stream (NQS),Feb,TKN (total Kjeldahl nitrogen),22.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Quarter Stream (NQS),Feb,fecal coliform,9500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Quarter Stream (NQS),Feb,total coliform,6500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Quarter Stream (NQS),Jan,AMM (ammonia),19.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Quarter Stream (NQS),Jan,BOD (biochemical oxygen demand),30.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Jan,COD (chemical oxygen demand),83.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Jan,DO (dissolved oxygen),0.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Quarter Stream (NQS),Jan,TKN (total Kjeldahl nitrogen),23.9,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Quarter Stream (NQS),Jan,fecal coliform,2500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Quarter Stream (NQS),Jan,total coliform,4200000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Quarter Stream (NQS),Jul,AMM (ammonia),9.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Quarter Stream (NQS),Jul,BOD (biochemical oxygen demand),13.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Jul,COD (chemical oxygen demand),41.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Jul,DO (dissolved oxygen),1.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Quarter Stream (NQS),Jul,TKN (total Kjeldahl nitrogen),14.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Quarter Stream (NQS),Jul,fecal coliform,2000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Quarter Stream (NQS),Jul,total coliform,350000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Quarter Stream (NQS),Jun,AMM (ammonia),18.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Quarter Stream (NQS),Jun,BOD (biochemical oxygen demand),27.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Jun,COD (chemical oxygen demand),77.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Jun,DO (dissolved oxygen),0.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Quarter Stream (NQS),Jun,TKN (total Kjeldahl nitrogen),24.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Quarter Stream (NQS),Jun,fecal coliform,5000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Quarter Stream (NQS),Jun,total coliform,4200000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Quarter Stream (NQS),Mar,AMM (ammonia),18.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Quarter Stream (NQS),Mar,BOD (biochemical oxygen demand),23.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Mar,COD (chemical oxygen demand),71.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Mar,DO (dissolved oxygen),0.1,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Quarter Stream (NQS),Mar,TKN (total Kjeldahl nitrogen),22.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Quarter Stream (NQS),Mar,fecal coliform,6000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Quarter Stream (NQS),Mar,total coliform,4800000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
