Sr No.,Location,Date,Month,Year,Season,Parameter,Actual Value,Mean,Std Dev,Unit,Source,Notes/Extraction Remark
166,Agra Canal Quarter Stream,,Sep,,,TKN (total Kjeldahl nitrogen),9.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
167,Agra Canal Quarter Stream,,Sep,,,fecal coliform,600000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
168,Agra Canal Quarter Stream,,Sep,,,total coliform,250000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
169,Nizamuddin Mid Stream,,Apr,,,AMM (ammonia),21.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
170,Nizamuddin Mid Stream,,Apr,,,BOD (biochemical oxygen demand),23.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
171,Nizamuddin Mid Stream,,Apr,,,COD (chemical oxygen demand),79.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
172,Nizamuddin Mid Stream,,Apr,,,DO (dissolved oxygen),0.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
173,Nizamuddin Mid Stream,,Apr,,,TKN (total Kjeldahl nitrogen),26.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
174,Nizamuddin Mid Stream,,Apr,,,fecal coliform,6000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
175,Nizamuddin Mid Stream,,Apr,,,total coliform,1500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
176,Nizamuddin Mid Stream,,Aug,,,AMM (ammonia),5.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
177,Nizamuddin Mid Stream,,Aug,,,BOD (biochemical oxygen demand),10.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
178,Nizamuddin Mid Stream,,Aug,,,COD (chemical oxygen demand),32.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
179,Nizamuddin Mid Stream,,Aug,,,DO (dissolved oxygen),2.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
180,Nizamuddin Mid Stream,,Aug,,,TKN (total Kjeldahl nitrogen),9.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
181,Nizamuddin Mid Stream,,Aug,,,fecal coliform,900000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
182,Nizamuddin Mid Stream,,Aug,,,total coliform,400000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
183,Nizamuddin Mid Stream,,Dec,,,AMM (ammonia),19.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
184,Nizamuddin Mid Stream,,Dec,,,BOD (biochemical oxygen demand),27.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
185,Nizamuddin Mid Stream,,Dec,,,COD (chemical oxygen demand),75.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
186,Nizamuddin Mid Stream,,Dec,,,DO (dissolved oxygen),0.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
187,Nizamuddin Mid Stream,,Dec,,,TKN (total Kjeldahl nitrogen),22.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
188,Nizamuddin Mid Stream,,Dec,,,fecal coliform,4000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
189,Nizamuddin Mid Stream,,Dec,,,total coliform,2000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
190,Nizamuddin Mid Stream,,Feb,,,AMM (ammonia),13.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
191,Nizamuddin Mid Stream,,Feb,,,BOD (biochemical oxygen demand),27.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
192,Nizamuddin Mid Stream,,Feb,,,COD (chemical oxygen demand),76.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
193,Nizamuddin Mid Stream,,Feb,,,DO (dissolved oxygen),0.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
194,Nizamuddin Mid Stream,,Feb,,,TKN (total Kjeldahl nitrogen),18.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
195,Nizamuddin Mid Stream,,Feb,,,fecal coliform,10000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
196,Nizamuddin Mid Stream,,Feb,,,total coliform,7500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
197,Nizamuddin Mid Stream,,Jan,,,AMM (ammonia),17.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
198,Nizamuddin Mid Stream,,Jan,,,BOD (biochemical oxygen demand),30.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
199,Nizamuddin Mid Stream,,Jan,,,COD (chemical oxygen demand),79.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
200,Nizamuddin Mid Stream,,Jan,,,DO (dissolved oxygen),0.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
201,Nizamuddin Mid Stream,,Jan,,,TKN (total Kjeldahl nitrogen),21.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
202,Nizamuddin Mid Stream,,Jan,,,fecal coliform,16000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
203,Nizamuddin Mid Stream,,Jan,,,total coliform,4000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
204,Nizamuddin Mid Stream,,Jul,,,AMM (ammonia),8.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
205,Nizamuddin Mid Stream,,Jul,,,BOD (biochemical oxygen demand),13.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
206,Nizamuddin Mid Stream,,Jul,,,COD (chemical oxygen demand),42.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
207,Nizamuddin Mid Stream,,Jul,,,DO (dissolved oxygen),1.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
208,Nizamuddin Mid Stream,,Jul,,,TKN (total Kjeldahl nitrogen),15.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
209,Nizamuddin Mid Stream,,Jul,,,fecal coliform,800000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
210,Nizamuddin Mid Stream,,Jul,,,total coliform,300000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
211,Nizamuddin Mid Stream,,Jun,,,AMM (ammonia),17.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
212,Nizamuddin Mid Stream,,Jun,,,BOD (biochemical oxygen demand),25.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
213,Nizamuddin Mid Stream,,Jun,,,COD (chemical oxygen demand),88.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
214,Nizamuddin Mid Stream,,Jun,,,DO (dissolved oxygen),0.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
215,Nizamuddin Mid Stream,,Jun,,,TKN (total Kjeldahl nitrogen),25.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
216,Nizamuddin Mid Stream,,Jun,,,fecal coliform,4500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
217,Nizamuddin Mid Stream,,Jun,,,total coliform,4500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
218,Nizamuddin Mid Stream,,Mar,,,AMM (ammonia),18.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
219,Nizamuddin Mid Stream,,Mar,,,BOD (biochemical oxygen demand),24.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
220,Nizamuddin Mid Stream,,Mar,,,COD (chemical oxygen demand),67.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
221,Nizamuddin Mid Stream,,Mar,,,DO (dissolved oxygen),0.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
222,Nizamuddin Mid Stream,,Mar,,,TKN (total Kjeldahl nitrogen),25.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
223,Nizamuddin Mid Stream,,Mar,,,fecal coliform,4500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
224,Nizamuddin Mid Stream,,Mar,,,total coliform,3500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
225,Nizamuddin Mid Stream,,May,,,AMM (ammonia),21.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
226,Nizamuddin Mid Stream,,May,,,BOD (biochemical oxygen demand),25.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
227,Nizamuddin Mid Stream,,May,,,COD (chemical oxygen demand),69.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
228,Nizamuddin Mid Stream,,May,,,DO (dissolved oxygen),0.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
229,Nizamuddin Mid Stream,,May,,,TKN (total Kjeldahl nitrogen),26.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
230,Nizamuddin Mid Stream,,May,,,fecal coliform,50000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
231,Nizamuddin Mid Stream,,May,,,total coliform,22500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
232,Nizamuddin Mid Stream,,Nov,,,AMM (ammonia),14.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
233,Nizamuddin Mid Stream,,Nov,,,BOD (biochemical oxygen demand),22.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
234,Nizamuddin Mid Stream,,Nov,,,COD (chemical oxygen demand),62.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
235,Nizamuddin Mid Stream,,Nov,,,DO (dissolved oxygen),0.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
236,Nizamuddin Mid Stream,,Nov,,,TKN (total Kjeldahl nitrogen),17.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
237,Nizamuddin Mid Stream,,Nov,,,fecal coliform,2000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
238,Nizamuddin Mid Stream,,Nov,,,total coliform,5500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
239,Nizamuddin Mid Stream,,Oct,,,AMM (ammonia),13.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
240,Nizamuddin Mid Stream,,Oct,,,BOD (biochemical oxygen demand),20.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
241,Nizamuddin Mid Stream,,Oct,,,COD (chemical oxygen demand),60.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
242,Nizamuddin Mid Stream,,Oct,,,DO (dissolved oxygen),1.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
243,Nizamuddin Mid Stream,,Oct,,,TKN (total Kjeldahl nitrogen),21.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
244,Nizamuddin Mid Stream,,Oct,,,fecal coliform,1000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
245,Nizamuddin Mid Stream,,Oct,,,total coliform,800000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
246,Nizamuddin Mid Stream,,Sep,,,AMM (ammonia),3.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
247,Nizamuddin Mid Stream,,Sep,,,BOD (biochemical oxygen demand),7.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
248,Nizamuddin Mid Stream,,Sep,,,COD (chemical oxygen demand),34.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
249,Nizamuddin Mid Stream,,Sep,,,DO (dissolved oxygen),2.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
250,Nizamuddin Mid Stream,,Sep,,,TKN (total Kjeldahl nitrogen),6.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
251,Nizamuddin Mid Stream,,Sep,,,fecal coliform,1200000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
252,Nizamuddin Mid Stream,,Sep,,,total coliform,500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
253,Nizamuddin Quarter Stream,,Apr,,,AMM (ammonia),20.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
254,Nizamuddin Quarter Stream,,Apr,,,BOD (biochemical oxygen demand),24.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
255,Nizamuddin Quarter Stream,,Apr,,,COD (chemical oxygen demand),78.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
256,Nizamuddin Quarter Stream,,Apr,,,DO (dissolved oxygen),0.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
257,Nizamuddin Quarter Stream,,Apr,,,TKN (total Kjeldahl nitrogen),25.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
258,Nizamuddin Quarter Stream,,Apr,,,fecal coliform,5000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
259,Nizamuddin Quarter Stream,,Apr,,,total coliform,1500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
260,Nizamuddin Quarter Stream,,Aug,,,AMM (ammonia),4.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
261,Nizamuddin Quarter Stream,,Aug,,,BOD (biochemical oxygen demand),6.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
262,Nizamuddin Quarter Stream,,Aug,,,COD (chemical oxygen demand),28.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
263,Nizamuddin Quarter Stream,,Aug,,,DO (dissolved oxygen),2.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
264,Nizamuddin Quarter Stream,,Aug,,,TKN (total Kjeldahl nitrogen),8.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
265,Nizamuddin Quarter Stream,,Aug,,,fecal coliform,600000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
266,Nizamuddin Quarter Stream,,Aug,,,total coliform,300000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
267,Nizamuddin Quarter Stream,,Dec,,,AMM (ammonia),22.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
268,Nizamuddin Quarter Stream,,Dec,,,BOD (biochemical oxygen demand),28.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
269,Nizamuddin Quarter Stream,,Dec,,,COD (chemical oxygen demand),79.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
270,Nizamuddin Quarter Stream,,Dec,,,DO (dissolved oxygen),0.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
271,Nizamuddin Quarter Stream,,Dec,,,TKN (total Kjeldahl nitrogen),24.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
272,Nizamuddin Quarter Stream,,Dec,,,fecal coliform,4500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
273,Nizamuddin Quarter Stream,,Dec,,,total coliform,4800000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
274,Nizamuddin Quarter Stream,,Feb,,,AMM (ammonia),16.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
275,Nizamuddin Quarter Stream,,Feb,,,BOD (biochemical oxygen demand),26.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
276,Nizamuddin Quarter Stream,,Feb,,,COD (chemical oxygen demand),78.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
277,Nizamuddin Quarter Stream,,Feb,,,DO (dissolved oxygen),0.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
278,Nizamuddin Quarter Stream,,Feb,,,TKN (total Kjeldahl nitrogen),22.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
279,Nizamuddin Quarter Stream,,Feb,,,fecal coliform,9500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
280,Nizamuddin Quarter Stream,,Feb,,,total coliform,6500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
281,Nizamuddin Quarter Stream,,Jan,,,AMM (ammonia),19.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
282,Nizamuddin Quarter Stream,,Jan,,,BOD (biochemical oxygen demand),30.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
283,Nizamuddin Quarter Stream,,Jan,,,COD (chemical oxygen demand),83.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
284,Nizamuddin Quarter Stream,,Jan,,,DO (dissolved oxygen),0.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
285,Nizamuddin Quarter Stream,,Jan,,,TKN (total Kjeldahl nitrogen),23.9,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
286,Nizamuddin Quarter Stream,,Jan,,,fecal coliform,2500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
287,Nizamuddin Quarter Stream,,Jan,,,total coliform,4200000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
288,Nizamuddin Quarter Stream,,Jul,,,AMM (ammonia),9.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
289,Nizamuddin Quarter Stream,,Jul,,,BOD (biochemical oxygen demand),13.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
290,Nizamuddin Quarter Stream,,Jul,,,COD (chemical oxygen demand),41.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
291,Nizamuddin Quarter Stream,,Jul,,,DO (dissolved oxygen),1.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
292,Nizamuddin Quarter Stream,,Jul,,,TKN (total Kjeldahl nitrogen),14.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
293,Nizamuddin Quarter Stream,,Jul,,,fecal coliform,2000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
294,Nizamuddin Quarter Stream,,Jul,,,total coliform,350000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
295,Nizamuddin Quarter Stream,,Jun,,,AMM (ammonia),18.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
296,Nizamuddin Quarter Stream,,Jun,,,BOD (biochemical oxygen demand),27.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
297,Nizamuddin Quarter Stream,,Jun,,,COD (chemical oxygen demand),77.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
298,Nizamuddin Quarter Stream,,Jun,,,DO (dissolved oxygen),0.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
299,Nizamuddin Quarter Stream,,Jun,,,TKN (total Kjeldahl nitrogen),24.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
300,Nizamuddin Quarter Stream,,Jun,,,fecal coliform,5000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
301,Nizamuddin Quarter Stream,,Jun,,,total coliform,4200000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
302,Nizamuddin Quarter Stream,,Mar,,,AMM (ammonia),18.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
303,Nizamuddin Quarter Stream,,Mar,,,BOD (biochemical oxygen demand),23.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
304,Nizamuddin Quarter Stream,,Mar,,,COD (chemical oxygen demand),71.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
305,Nizamuddin Quarter Stream,,Mar,,,DO (dissolved oxygen),0.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
306,Nizamuddin Quarter Stream,,Mar,,,TKN (total Kjeldahl nitrogen),22.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
307,Nizamuddin Quarter Stream,,Mar,,,fecal coliform,6000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
308,Nizamuddin Quarter Stream,,Mar,,,total coliform,4800000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
309,Nizamuddin Quarter Stream,,May,,,AMM (ammonia),22.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
310,Nizamuddin Quarter Stream,,May,,,BOD (biochemical oxygen demand),26.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
311,Nizamuddin Quarter Stream,,May,,,COD (chemical oxygen demand),78.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
312,Nizamuddin Quarter Stream,,May,,,DO (dissolved oxygen),0.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
313,Nizamuddin Quarter Stream,,May,,,TKN (total Kjeldahl nitrogen),30.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
314,Nizamuddin Quarter Stream,,May,,,fecal coliform,36000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
315,Nizamuddin Quarter Stream,,May,,,total coliform,16000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
316,Nizamuddin Quarter Stream,,Nov,,,AMM (ammonia),15.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
317,Nizamuddin Quarter Stream,,Nov,,,BOD (biochemical oxygen demand),25.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
318,Nizamuddin Quarter Stream,,Nov,,,COD (chemical oxygen demand),70.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
319,Nizamuddin Quarter Stream,,Nov,,,DO (dissolved oxygen),0.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
320,Nizamuddin Quarter Stream,,Nov,,,TKN (total Kjeldahl nitrogen),20.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
321,Nizamuddin Quarter Stream,,Nov,,,fecal coliform,3000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
322,Nizamuddin Quarter Stream,,Nov,,,total coliform,5400000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
323,Nizamuddin Quarter Stream,,Oct,,,AMM (ammonia),11.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
324,Nizamuddin Quarter Stream,,Oct,,,BOD (biochemical oxygen demand),24.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
325,Nizamuddin Quarter Stream,,Oct,,,COD (chemical oxygen demand),64.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
326,Nizamuddin Quarter Stream,,Oct,,,DO (dissolved oxygen),1.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
327,Nizamuddin Quarter Stream,,Oct,,,TKN (total Kjeldahl nitrogen),20.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
