Sr No.,Location(actual name not some legend thing),Date,Month,Year,Season,Parameter,Actual Value,Mean,Std Dev,Unit,Source,Notes/Extraction Remark
114,Wazirabad (ST1),,February,2022,Winter,Total Organic Carbon,6.49±1.83,6.49,1.83,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
115,Wazirabad (ST1),,February,2022,Winter,Total Suspended Solids,21.61±5.28,21.61,5.28,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
116,Wazirabad (ST1),,February,2022,Winter,pH,7.79±0.2,7.79,0.2,s.u.,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
117,Wazirabad (ST1),,February,2022,Winter,Water Temperature,17.4±2.37,17.4,2.37,°C,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
118,Wazirabad (ST1),,February,2022,Winter,Ammonium-nitrogen,0.64±0.24,0.64,0.24,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
119,Wazirabad (ST1),,February,2022,Winter,Turbidity,127.45±38.04,127.45,38.04,NTU,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
120,Wazirabad (ST1),,February,2022,Winter,Biochemical Oxygen Demand,3.45±0.4,3.45,0.4,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
121,Wazirabad (ST1),,February,2022,Winter,Chemical Oxygen Demand,26±9.5,26.0,9.5,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
122,Okhla (ST2),,March,2021,Summer,Dissolved Oxygen,3.88±3.96,3.88,3.96,mg/L,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
123,Okhla (ST2),,March,2021,Summer,Electrical Conductivity,1575.1±234.7,1575.1,234.7,µS/cm,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
124,Okhla (ST2),,March,2021,Summer,Nitrate-nitrogen,1.07±0.57,1.07,0.57,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
125,Okhla (ST2),,March,2021,Summer,Total Organic Carbon,47.49±37.5,47.49,37.5,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
126,Okhla (ST2),,March,2021,Summer,Total Suspended Solids,63.3±53.6,63.3,53.6,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
127,Okhla (ST2),,March,2021,Summer,pH,7.3334±0.25,7.3334,0.25,s.u.,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
128,Okhla (ST2),,March,2021,Summer,Water Temperature,23.37±1.49,23.37,1.49,°C,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
129,Okhla (ST2),,March,2021,Summer,Ammonium-nitrogen,17.65±8.97,17.65,8.97,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
130,Okhla (ST2),,March,2021,Summer,Turbidity,68.9±46.07,68.9,46.07,NTU,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
131,Okhla (ST2),,March,2021,Summer,Biochemical Oxygen Demand,23.23±8.12,23.23,8.12,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
132,Okhla (ST2),,March,2021,Summer,Chemical Oxygen Demand,93.02±36.4,93.02,36.4,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
133,Okhla (ST2),,April,2021,Summer,Dissolved Oxygen,2.55±0.76,2.55,0.76,mg/L,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
134,Okhla (ST2),,April,2021,Summer,Electrical Conductivity,1406.6±58.6,1406.6,58.6,µS/cm,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
135,Okhla (ST2),,April,2021,Summer,Nitrate-nitrogen,1.5±0.31,1.5,0.31,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
136,Okhla (ST2),,April,2021,Summer,Total Organic Carbon,47.5±13.5,47.5,13.5,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
137,Okhla (ST2),,April,2021,Summer,Total Suspended Solids,43.87±34.4,43.87,34.4,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
138,Okhla (ST2),,April,2021,Summer,pH,7.28±1.3,7.28,1.3,s.u.,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
139,Okhla (ST2),,April,2021,Summer,Water Temperature,23.56±1.07,23.56,1.07,°C,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
140,Okhla (ST2),,April,2021,Summer,Ammonium-nitrogen,59.13±6.78,59.13,6.78,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
141,Okhla (ST2),,April,2021,Summer,Turbidity,18.68±33.12,18.68,33.12,NTU,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
142,Okhla (ST2),,April,2021,Summer,Biochemical Oxygen Demand,11.97±6.98,11.97,6.98,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
143,Okhla (ST2),,April,2021,Summer,Chemical Oxygen Demand,76.23±30.98,76.23,30.98,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
144,Okhla (ST2),,May,2021,Summer,Dissolved Oxygen,1.62±1.72,1.62,1.72,mg/L,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
145,Okhla (ST2),,May,2021,Summer,Electrical Conductivity,1494.7±86.9,1494.7,86.9,µS/cm,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
146,Okhla (ST2),,May,2021,Summer,Nitrate-nitrogen,1.24±0.26,1.24,0.26,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
147,Okhla (ST2),,May,2021,Summer,Total Organic Carbon,76.8±45.4,76.8,45.4,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
148,Okhla (ST2),,May,2021,Summer,Total Suspended Solids,147.5±138.6,147.5,138.6,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
149,Okhla (ST2),,May,2021,Summer,pH,7.97±0.29,7.97,0.29,s.u.,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
150,Okhla (ST2),,May,2021,Summer,Water Temperature,27.92±0.68,27.92,0.68,°C,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
151,Okhla (ST2),,May,2021,Summer,Ammonium-nitrogen,10.93±2.31,10.93,2.31,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
152,Okhla (ST2),,May,2021,Summer,Turbidity,47.5±138.7,47.5,138.7,NTU,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
153,Okhla (ST2),,May,2021,Summer,Biochemical Oxygen Demand,5.61±1.76,5.61,1.76,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
154,Okhla (ST2),,May,2021,Summer,Chemical Oxygen Demand,143.44±103.4,143.44,103.4,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
155,Okhla (ST2),,June,2021,Summer,Dissolved Oxygen,5.23±1.94,5.23,1.94,mg/L,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
156,Okhla (ST2),,June,2021,Summer,Electrical Conductivity,1251.6±170.2,1251.6,170.2,µS/cm,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
157,Okhla (ST2),,June,2021,Summer,Nitrate-nitrogen,0.79±0.3,0.79,0.3,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
158,Okhla (ST2),,June,2021,Summer,Total Organic Carbon,34.87±3.12,34.87,3.12,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
159,Okhla (ST2),,June,2021,Summer,Total Suspended Solids,30.68±5.56,30.68,5.56,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
160,Okhla (ST2),,June,2021,Summer,pH,7.27±0.14,7.27,0.14,s.u.,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
161,Okhla (ST2),,June,2021,Summer,Water Temperature,30.06±1.05,30.06,1.05,°C,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
162,Okhla (ST2),,June,2021,Summer,Ammonium-nitrogen,17.38±10.02,17.38,10.02,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
163,Okhla (ST2),,June,2021,Summer,Turbidity,8.8±0.96,8.8,0.96,NTU,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
164,Okhla (ST2),,June,2021,Summer,Biochemical Oxygen Demand,9.74±1.88,9.74,1.88,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
165,Okhla (ST2),,June,2021,Summer,Chemical Oxygen Demand,51.13±3.81,51.13,3.81,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
166,Okhla (ST2),,July,2021,Monsoon,Dissolved Oxygen,4.55±2.18,4.55,2.18,mg/L,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
167,Okhla (ST2),,July,2021,Monsoon,Electrical Conductivity,871.87±45.78,871.87,45.78,µS/cm,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
168,Okhla (ST2),,July,2021,Monsoon,Nitrate-nitrogen,0.74±0.3,0.74,0.3,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
169,Okhla (ST2),,July,2021,Monsoon,Total Organic Carbon,93.04±125.3,93.04,125.3,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
170,Okhla (ST2),,July,2021,Monsoon,Total Suspended Solids,138.64±236.83,138.64,236.83,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
171,Okhla (ST2),,July,2021,Monsoon,pH,7.47±0.34,7.47,0.34,s.u.,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
172,Okhla (ST2),,July,2021,Monsoon,Water Temperature,29.06±1.5,29.06,1.5,°C,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
173,Okhla (ST2),,July,2021,Monsoon,Ammonium-nitrogen,10.84±8.21,10.84,8.21,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
174,Okhla (ST2),,July,2021,Monsoon,Turbidity,39.9±66.6,39.9,66.6,NTU,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
175,Okhla (ST2),,July,2021,Monsoon,Biochemical Oxygen Demand,16±11.58,16.0,11.58,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
176,Okhla (ST2),,July,2021,Monsoon,Chemical Oxygen Demand,157.02±228.5,157.02,228.5,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
177,Okhla (ST2),,August,2021,Monsoon,Dissolved Oxygen,4.76±3.75,4.76,3.75,mg/L,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
178,Okhla (ST2),,August,2021,Monsoon,Electrical Conductivity,912.19±34.4,912.19,34.4,µS/cm,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
179,Okhla (ST2),,August,2021,Monsoon,Nitrate-nitrogen,0.68±0.23,0.68,0.23,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
180,Okhla (ST2),,August,2021,Monsoon,Total Organic Carbon,89.72±127.3,89.72,127.3,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
181,Okhla (ST2),,August,2021,Monsoon,Total Suspended Solids,128.83±234.95,128.83,234.95,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
182,Okhla (ST2),,August,2021,Monsoon,pH,7.0±0.27,7.0,0.27,s.u.,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
183,Okhla (ST2),,August,2021,Monsoon,Water Temperature,30.4±1.15,30.4,1.15,°C,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
184,Okhla (ST2),,August,2021,Monsoon,Ammonium-nitrogen,9.45±6.07,9.45,6.07,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
185,Okhla (ST2),,August,2021,Monsoon,Turbidity,38.5±65.43,38.5,65.43,NTU,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
186,Okhla (ST2),,August,2021,Monsoon,Biochemical Oxygen Demand,15.67±12.28,15.67,12.28,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
187,Okhla (ST2),,August,2021,Monsoon,Chemical Oxygen Demand,157.02±221.9,157.02,221.9,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
188,Okhla (ST2),,September,2021,Monsoon,Dissolved Oxygen,4.98±4.47,4.98,4.47,mg/L,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
189,Okhla (ST2),,September,2021,Monsoon,Electrical Conductivity,841.3±32.55,841.3,32.55,µS/cm,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
190,Okhla (ST2),,September,2021,Monsoon,Nitrate-nitrogen,0.7±0.16,0.7,0.16,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
191,Okhla (ST2),,September,2021,Monsoon,Total Organic Carbon,71.88±81.14,71.88,81.14,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
192,Okhla (ST2),,September,2021,Monsoon,Total Suspended Solids,88.26±151.8,88.26,151.8,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
193,Okhla (ST2),,September,2021,Monsoon,pH,7.01±0.2,7.01,0.2,s.u.,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
194,Okhla (ST2),,September,2021,Monsoon,Water Temperature,28.04±1.08,28.04,1.08,°C,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
195,Okhla (ST2),,September,2021,Monsoon,Ammonium-nitrogen,10.97±5.35,10.97,5.35,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
196,Okhla (ST2),,September,2021,Monsoon,Turbidity,39.74±106.6,39.74,106.6,NTU,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
197,Okhla (ST2),,September,2021,Monsoon,Biochemical Oxygen Demand,21.09±7.42,21.09,7.42,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
198,Okhla (ST2),,September,2021,Monsoon,Chemical Oxygen Demand,118.73±99.4,118.73,99.4,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
199,Okhla (ST2),,October,2021,Post-monsoon,Dissolved Oxygen,3.15±0.93,3.15,0.93,mg/L,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
200,Okhla (ST2),,October,2021,Post-monsoon,Electrical Conductivity,826.19±48.7,826.19,48.7,µS/cm,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
201,Okhla (ST2),,October,2021,Post-monsoon,Nitrate-nitrogen,1.24±0.39,1.24,0.39,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
202,Okhla (ST2),,October,2021,Post-monsoon,Total Organic Carbon,58.69±44.9,58.69,44.9,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
203,Okhla (ST2),,October,2021,Post-monsoon,Total Suspended Solids,77.69±88.3,77.69,88.3,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
204,Okhla (ST2),,October,2021,Post-monsoon,pH,7.12±0.22,7.12,0.22,s.u.,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
205,Okhla (ST2),,October,2021,Post-monsoon,Water Temperature,27.5±1.62,27.5,1.62,°C,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
206,Okhla (ST2),,October,2021,Post-monsoon,Ammonium-nitrogen,8.67±2.8,8.67,2.8,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
207,Okhla (ST2),,October,2021,Post-monsoon,Turbidity,220.9±14.6,220.9,14.6,NTU,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
208,Okhla (ST2),,October,2021,Post-monsoon,Biochemical Oxygen Demand,14.42±5.3,14.42,5.3,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
209,Okhla (ST2),,October,2021,Post-monsoon,Chemical Oxygen Demand,110.35±50.2,110.35,50.2,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
210,Okhla (ST2),,November,2021,Post-monsoon,Dissolved Oxygen,2.03±0.09,2.03,0.09,mg/L,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
211,Okhla (ST2),,November,2021,Post-monsoon,Electrical Conductivity,724.62±17.16,724.62,17.16,µS/cm,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
212,Okhla (ST2),,November,2021,Post-monsoon,Nitrate-nitrogen,1.1±0.14,1.1,0.14,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
213,Okhla (ST2),,November,2021,Post-monsoon,Total Organic Carbon,39.87±8.68,39.87,8.68,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
214,Okhla (ST2),,November,2021,Post-monsoon,Total Suspended Solids,34.5±7.9,34.5,7.9,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
215,Okhla (ST2),,November,2021,Post-monsoon,pH,6.16±0.17,6.16,0.17,s.u.,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
216,Okhla (ST2),,November,2021,Post-monsoon,Water Temperature,20.14±0.4,20.14,0.4,°C,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
217,Okhla (ST2),,November,2021,Post-monsoon,Ammonium-nitrogen,11.05±0.5,11.05,0.5,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
218,Okhla (ST2),,November,2021,Post-monsoon,Turbidity,18.9±6.7,18.9,6.7,NTU,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
219,Okhla (ST2),,November,2021,Post-monsoon,Biochemical Oxygen Demand,12.75±4.43,12.75,4.43,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
220,Okhla (ST2),,November,2021,Post-monsoon,Chemical Oxygen Demand,108.57±25.9,108.57,25.9,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
221,Okhla (ST2),,December,2021,Winter,Dissolved Oxygen,2.34±0.11,2.34,0.11,mg/L,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
222,Okhla (ST2),,December,2021,Winter,Electrical Conductivity,606.8±54.86,606.8,54.86,µS/cm,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
223,Okhla (ST2),,December,2021,Winter,Nitrate-nitrogen,1.5±0.19,1.5,0.19,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
224,Okhla (ST2),,December,2021,Winter,Total Organic Carbon,61.69±30.4,61.69,30.4,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
225,Okhla (ST2),,December,2021,Winter,Total Suspended Solids,75.8±59.2,75.8,59.2,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
226,Okhla (ST2),,December,2021,Winter,pH,6.74±0.63,6.74,0.63,s.u.,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
227,Okhla (ST2),,December,2021,Winter,Water Temperature,16.86±1.5,16.86,1.5,°C,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
228,Okhla (ST2),,December,2021,Winter,Ammonium-nitrogen,8.58±0.83,8.58,0.83,mg/l,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
229,Okhla (ST2),,December,2021,Winter,Turbidity,226.01±14.13,226.01,14.13,NTU,Table 2,"Mean and standard deviation reported in Table 2 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
